,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
4852,4852,2,0.811,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",spent real kona coffee want kona blend sell hawaiian roaster disappoint taste nothing like kona everyday honeymooning maui good
4853,4853,0,0.8781,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",like chocolate temper level crispness nut chewy crunchy chocolate coat bit mealy know anything dark chocolate like snap order actually best dark chocolate cover walnut call perigord available canadian company call global sun dry super crispy cover fairly thin shell dark chocolate dust unsweetened cocoa adult superb
4854,4854,2,0.5131,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",ordered product dog love one care degree outside recieved one big melt ball thought would ship dry ice summer hot area dont order
4855,4855,0,0.7775,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",time receive product package melt thrown away everything bag melt together
4856,4856,2,0.5143,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",believe actually sale need recall sugar absolutely unhealthy pet digest assimilate sugar like every vet tell thing never see quality treat food sugar corn syrup ingredient list see list buy
4857,4857,1,0.8584,"snack, love, bar, price, chip, find, buy, try, eat, would",review product first one suppose word would long item product good price ship small item ridiculous package small light weight charge ship item buy many item amazon com seem lately ship get totally hand buy several item ship together therefore know much charge item buy vendor since make money shipping enough say
4858,4858,0,0.8187,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",top delightful aspartame come complete hydrogenate oil dead ringer country time lemonade mix
4859,4859,1,0.7368,"snack, love, bar, price, chip, find, buy, try, eat, would",instead pork rind oil salt vinegar lactose maltodextrin contribute sugar per serve many people include buy kind snack low carbohydrate diet happy sugar label package strange surprised get nice government men worry sort thing say total carbohydrate less get put zero gram fair enough see label admits grams sugar carbohydrate get away say zero gram carbs gram sugar beyond assume nobody catch yet protein nutritional analysis say protein per serve bad snack food right next say significant source protein huh slice cheese gram protein ounce meet believe significant source protein website check nutritional fact notice high sodium miss claim number serving package three sodium package actually three time higher doubt many people expect package three serving look fritos corn chip package consider single serve package analysis back show one serving fritos tell sodium level entire package pork rinds package sodium half daily requirement little steep snack although site look nutritional info show label actual ingredient site amazon would purchase use partially hydrogenate oil kind fat may destructive health long term since government break require partially hydrogenate oil list label lot food industry switch away people correctly suspicious add insult injury unhappy taste chemical nasty taste suppose subjective bite leave little queasy feel bad buy perhaps error use others look low carb snack please pas company product let find someone else actually provide food want information need rational ethical legal way
4860,4860,0,0.768,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",product allow return ingrediants salt spice hydrolyse soy protein last item common industry con add msg food every soup grocer shelf contains msg digress third ingrediant form msg ingrediant list proudly display monosodium gludamate msg add spice food stimulats tongue feel food taste good msg make dogfood taste like hamburger anyone think make food taste cajun may serve alpo tone durkee contain msg prefer tone eight ounce can stuff would anybody like buy hamburger
4861,4861,1,0.8791,"snack, love, bar, price, chip, find, buy, try, eat, would",buy season amazon stop sell count konriko cajun season one count buy think would similar konriko boy wrong first like another reviewer say ingredient follow hydrolyze soy protein partially hydrogenate cottonseed soy bean oil completely stump two ingredient necessary spice blend mix know hydrolyze soy protein reviewer state industry way add msg well world need hydrogenate soy bean cottonseed oil beside bad health cause product cake clump steer clear product hydrogenate oil even though may many trans fat accumulation time make deceptively bad health purchase last year ingredient list description think amazon regular practice require food product company list ingredient product sell site wait customer purchase find think customer friendly practice good buy imo find konriko another site purchase unless amazon brings back count offer otherwise buy one way price highway robbery
4862,4862,0,0.7353,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",agree previous reviewer come dinner earth best choice watery sweet apple fruit everything first ingredient nearly always water decide stay away much possible purchase protein contain dinner another jarred brand mix really rather nurture sweet tooth young age earth best fruit vegetable part great check label make sure water first ingredient list love baby food water list first kind flour add well thicken
4863,4863,0,0.9024,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",earth best jar baby food purchase dinner baby jar lid contain bpa contact earth best consumer relation dept personally representative read prepare statement say epoxy resin line earth best baby food jar lid contain trace amount bpa come direct contact food kind lukewarm response enough put concern bpa rest package food jostle around much shipping jar could spend day upside food rest directly jar lid guess pas jar dinner earth best rep say accelerated test bpa free alternative line baby food jar shame earth best company make organic pre package stage complete meal meat protein veggie carbs starch puree form organic baby food manufacturer plum sprout ella kitchen etc make stage meal chunky form earth best make baby food bpa free squeeze pouch include dinner line hop able expose little one wider variety flavor well balance meal still puree stage guess wait old enough stage chunky meal make baby food virtually impossible super busy domestically challenge mom lol
4864,4864,1,0.8245,"snack, love, bar, price, chip, find, buy, try, eat, would",order amazon pure liquid like water feel comfortable feeding daughter amazon customer service however awesome give full refund
4865,4865,1,0.852,"snack, love, bar, price, chip, find, buy, try, eat, would",bought read good review sure package rice lentil mix literally smell mold actually open two container make sure nose playing trick love brand disappoint
4866,4866,1,0.8401,"snack, love, bar, price, chip, find, buy, try, eat, would",ordered earth best dinner variety pack along fruit variety pack get fruit variety pack oatmeal fruit variety pack dinner pack find return item either try amazon phone help else fail maybe little one like stuff
4867,4867,1,0.7756,"snack, love, bar, price, chip, find, buy, try, eat, would",google propylene glycol find bought product along several others without run ingredient wife first nurse year surprise noticed google pour order drain afterwards pure much website propylene glycol cosmetic form mineral oil find automatic brake hydraulic fluid industrial antifreeze skin hair propylene glycol work humescent cause retention moisture content skin cosmetic product prevent escape moisture water material safety data sheet warn user avoid skin contact propylene glycol strong skin irritant cause liver abnormalities kidney damage also use tyre sealant rubber cleaner icer stain remover fabric softener degreaser paint adhesive wallpaper stripper write company concern never respond
4868,4868,0,0.8506,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",receive bottle concentrate paragon mixed exactly specs extremely disappointed four six flavor truly sadden encourage purchase watermelon flavor item return refund
4869,4869,0,0.8297,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",disappointed find lids earth best jar food coat epoxy lining contains bpa think avoid whole bpa issue glass rather plastic container lid get food food move around jar packaging shipping storage etc planning devote earth best jar food user organic glass find bpa note bpa bother earth best food tasty
4870,4870,1,0.8361,"snack, love, bar, price, chip, find, buy, try, eat, would",package fine baby food rotten however amazon com let return right put pic food packaging review page buyer take look
4871,4871,0,0.8408,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",phone aug say yes stop put bpa liner oct course old stock shelf ask tell whether liner old bpa new without bpa person say look inside surface lid white bpa free metallic gold old lid contain bpa layer think might help
4872,4872,2,0.6722,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",order really like brand never issue son usually like flavor order pear sour spoil flavor son refuse eat sure something wrong sure happen buy online anymore
4873,4873,0,0.8696,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",call customer service find since october jar bpa free jar manufacture october still available market usually product long shelf life vacuum seal jar bpa line lid still float around market consumer tell difference point buying know give baby something bpa free disappoint earth best
4874,4874,1,0.5922,"snack, love, bar, price, chip, find, buy, try, eat, would",usually fee earth best baby food grandson never reaction kind baby food give first time try particular variety pack feed peach oatmeal banana apple apricot breakfast morning shortly notice scratch look rash remember read baby food review someone mention allergy checked yes variety pack know would cause type reaction unfortunately feed two different jar know one cause want take chance another one thought would let others know
4875,4875,0,0.8424,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",bpa lid company claim touch food okey even write organic time around lid honest costumer even give star could
4876,4876,1,0.7094,"snack, love, bar, price, chip, find, buy, try, eat, would",month old eats food time buy variety pack notice peach oatmeal thick like paste coincidentally think feed start choke gasp air breathe give heimlich maneuver luckily start cry scary jar right garbage
4877,4877,2,0.8354,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",love fact drink neither tangy tos sweet combimation perfect therefore quenches yor thirst without leave unpleant taste
4878,4878,1,0.8475,"snack, love, bar, price, chip, find, buy, try, eat, would",would never buy cake look horrible fondant work seller cake shabby pip horrible worse cake would buy grocery store flower look like red green blob possibly think sell people
4879,4879,1,0.6359,"snack, love, bar, price, chip, find, buy, try, eat, would",love green tea green tea beverage saw sale happy try receive tasted happy first taste like smell dirty water best way describe lol cane juice yet taste like anything added calorie flavor thanks yeah pretty flavorless beside dirty water smell taste huge disappointment worse yet buy case doctor rest maybe buy lemon make green tea lemonade well tried
4880,4880,0,0.8425,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",attempt make blueberry cake brother use whole bottle still blueberry cake added half bottle cake mix white cake vanilla half frost white frosting vanilla still hint blueberry flavor completely disappointed time effort money spend make barely taste blueberry would think use whole bottle would make blueberry flavor guess see find actual blueberry extract blueberry flavor extract waste money
4881,4881,0,0.9183,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",something wrong product excellent buying several year first whole food drop product purchase online fact purchase original larger size jar size decrease selling price remain whole food also purchase flavor product really delicious price considerably purchase jar per order save ship order always another price increase recent order september jar apparently pack warehouse send store store repack box six seal warehouse tape identify item state name store ship well flavor follow information shock quote rigoni fruit sprd pack retail note price retail state wholesale say retail price one sell yet warehouse stipulates retail price miss something many hundred dollar waste guess matter market bear outrageous course additional shipping chg principal alone give product greed beyond comprehension give product low rating even though product excellent incredibly overprice
4882,4882,1,0.8463,"snack, love, bar, price, chip, find, buy, try, eat, would",soon delivery guy give package open ready eat gummy bear get big goo gummy bear due heat delivery truck melt gel course refundable bag liquid multicolored goo thanks make throw away dollar good game amazon think summer kinda warm stop wait till december
4883,4883,0,0.7421,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",taste horrible good good mango flavor would buy
4884,4884,0,0.8225,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",egg pasta ingredient powder egg product tasty contain real thing like anything powdered price right guess
4885,4885,1,0.8194,"snack, love, bar, price, chip, find, buy, try, eat, would",really disappointed olive mushy prefer firm texture cat cora olives much much better
4886,4886,1,0.8131,"snack, love, bar, price, chip, find, buy, try, eat, would",picture description pure butter mini shortbread round decide order love bad get package come mini chocolate chip shortbread like
4887,4887,0,0.8198,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",habanero powder form taste heat almost physically impossible get habanero powder taste decent habanero flake instead taste better pack lot heat
4888,4888,2,0.5812,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",wasa crisp light inside package recycle crackerbread excellent inside package cellophane type plastic recycle anywhere six state contact todate wasa reveal inside packaging make recycle
4889,4889,1,0.8932,"snack, love, bar, price, chip, find, buy, try, eat, would",first experience bad darjeeling known thing first brew yield dark rust color ting olive green bottom cup invisible taste sharp astringent think brew long strong set first cup aside try light brew minute improve clarity however nothing tried since remove level astringency furred taste associate lesser tea wet leave typical size light brown unexpectedly interspersed limp green square aroma dry tea bag remind old hay neither moldy spoil old contrast davidson keemun conjou arrive shipment smell taste like delicious keemun conjou nothing else give price know gambol consider lose bet give product two star instead one thrown yet keep supply lipton bulk tea emergency long period unemployment really need emergency tea perhaps work iced tea mean expert value tea hope opinion help buyer try decide two darjeeling davidson ship quickly value pricing give merchant particular darjeeling
4890,4890,2,0.6619,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",price right organic tea great price far tried davidsons far lack character
4891,4891,1,0.8726,"snack, love, bar, price, chip, find, buy, try, eat, would",never receive anything like amazon product pack old used golf ball box bizarre can dent old look bowl chip think well maybe soup taste good wrong three different flavor awful completely inedible horribly fishy metallic taste worst can soup ever taste life pour donate chipped bowl charity complete waste money
4892,4892,0,0.8356,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",product delicious annoy peanut butter stay waxy paper instead product need fork scrape peanut butter protective top sheet
4893,4893,1,0.8508,"snack, love, bar, price, chip, find, buy, try, eat, would",cat picky eater lick bowls clean virtually anything feed wellness fussie cat fancy feast bff try feed tiki cat separate occasion cat throw time think may get sick first time eat something floor happen second time certain tiki cat sure receive bad batch certainly never purchase tiki cat product
4894,4894,1,0.832,"snack, love, bar, price, chip, find, buy, try, eat, would",like food little first want much price high worth eat couple bite try flavor would always reaction
4895,4895,1,0.7122,"snack, love, bar, price, chip, find, buy, try, eat, would",product smell bad even try consume smell sour rancid detectable even package open seller return policy spend right garbage
4896,4896,1,0.6726,"snack, love, bar, price, chip, find, buy, try, eat, would",make wonderful homemade vanilla recipe find line use vanilla bean purchase williams sonoma decide try spicy world vanilla bean rather much expensive vanilla bean williams sonoma two vanilla bean williams sonoma pint vodka result dark richly aromatic vanilla two month use three spicy world vanilla bean pint vodka two month liquid look like weak tea aroma alcohol add three bean wait result disappoint add three vanilla bean still see vanilla aroma vanilla completely disappointed vanilla bean spicy world totally worthless complete waste money would recommend purchase anything spicy world
4897,4897,1,0.8509,"snack, love, bar, price, chip, find, buy, try, eat, would",purchase bean base review plan make premium vanilla extract family member purchase expensive vodka unusual bottle fill wait bean order arrive happy wait bean arrive rush open package could smell bean others report bean skinny shrivel dry great disappointment would recommend product look another source
4898,4898,0,0.7257,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",product pretty good review think would safe buy package boy full regret stuck pack bean return moment open bag know stale sour smell optimistic side say bean look fresh plump maybe smell like scrape seed wrong make two test batch see salt use make vanilla salt weird sour rancid smell make vanilla salt know suppose smell taste like unfortunately even day smell away really look forward make jar vanilla salt give cheap gift need buy vanilla bean replace end cost disappointed cooked seed know taste smell transform heat mixed ingredient know sure though look make vanilla extract vanilla sugar vanilla salt highly discourage buying product
4899,4899,1,0.7405,"snack, love, bar, price, chip, find, buy, try, eat, would",true bean huge moist plump good mixture really big fat one smaller skinny one however noticeable aroma come bag bean best described pungent side sour normal ever use crappy dried grocery store version thrill saw good deal vanilla bean expert tell odd unpleasant aroma suppose smell
4900,4900,0,0.8447,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",would rat star available beefeater chicken liver freeze dry treats dog product china irradiated protection accord company hold message call amazon com customer service request full refund pre pay return ship bad none product description amazon csr helpful cooperative postage pay shipping label receive via email immediately thank amazon com
4901,4901,2,0.8042,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",anyone see thesis make avoid treat china problem lately see country origin
4902,4902,2,0.6861,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",russian descent eat buckwheat entire life live usually buy buckwheat local russian eastern european store first last time try american make buckwheat thing find take min cook normally take min item brand instant buckwheat taste quite different usual strong metallic smell item overprice closest russian eastern european shop buy thing time cheaper
4903,4903,0,0.9006,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",really wanted decaf product lot option powder essentially make chocolate flavor blend drink even use cold decaf coffee espresso base chocolate taste think ice coffee drink think coffee hint chocolate mocha way around reviewer point calorie half packet milk add try different brand next time still hunt mix creates flavor experienced great coffee shop like ice blend west coast chain overprice shipped think available sugar free
4904,4904,1,0.8415,"snack, love, bar, price, chip, find, buy, try, eat, would",really want like organic come glass bottle hardly flavor could barely smell even pour generous amount dish imparts little truffle flavor aroma truffle salt much potent
4905,4905,0,0.8145,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",good flavor lack barely come unlike hint water really enjoy want good excited get disappoint
4906,4906,0,0.8923,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",oatmeal inside canister good however package amazon terrible every single arrive dented several can pop open amazon treat product terribly order amazon long time since sent expire pirate booty toss think gotten better decide give another try mistake never customer service amazon leave much desire well get someone probably speak broken english hard understand understand problem ask supervisor hope speak better english prepared wait long time supervisor may disconnect several time actually get supervisor supervisor ask every piece identification imaginable short ssn say well want customer service service customer amazon lose business forever
4907,4907,1,0.9014,"snack, love, bar, price, chip, find, buy, try, eat, would",baby enjoy flavor purchase store ordered case amazon whole case arrive moldy jar pop open show properly seal contacted earth best say would look would follow give food industry purchase product company scary feeding baby amazon refund take careful inform family update disappointed lack concern earth best amazon contact fda refer usda product contain meat take serious also receive several complaint come house write report anyone else notice problem please contact usda report claim problem investigate problem earth best plant make sure following regulation
4908,4908,1,0.9013,"snack, love, bar, price, chip, find, buy, try, eat, would",baby enjoy flavor purchase store ordered case amazon whole case arrive moldy jar pop open show properly seal contacted earth best say would look would follow give food industry purchase product company scary feeding baby amazon refund take careful inform family update disappointed lack concern earth best amazon contact fda refer usda product contain meat take serious also receive several complaint come house write report anyone else notice problem please contact usda report claim problem investigate problem earth best plant make sure following regulation
4909,4909,1,0.8111,"snack, love, bar, price, chip, find, buy, try, eat, would",think think amazon buy baby target whole food problem shipment amazon come moldy
4910,4910,1,0.8942,"snack, love, bar, price, chip, find, buy, try, eat, would",saw earth best jar offer gold box deal remember need offer caveat parent child previously enjoy many earth best flavor general taste quite good february promotional offer amazon order two pack arrive one pack seem pack contain several broken jar leak smell looked like might mold plastic surround second pack notice ship box hold two pack air fill pad top side box mean pad protect bottom side know whether jar break warehouse delivery either way afraid use unbroken jar seal break small piece break glass inside intact jar durable item still order amazon cancel subscription earth best jar buy jar physical store check first
4911,4911,1,0.8869,"snack, love, bar, price, chip, find, buy, try, eat, would",also order flat food sale contain turkey wild rice dinner one also improperly seal lid pop lucky happen check one paranoid check several time call earth best assure problem worry suprised get pass inspection baby food manufacturer would company take risk bad publicity baby food manufacturer rely much reputation safety
4912,4912,1,0.6514,"snack, love, bar, price, chip, find, buy, try, eat, would",daughter think taste nasty agree sensitive carrot look food travel delivers protein contain carrot though eats homemade turkey peas time even take full bite taste little bit see
4913,4913,1,0.8432,"snack, love, bar, price, chip, find, buy, try, eat, would",hit bitter like maybe carrots sweet peel main ingredient carrot amazon include ingredient item quality control seem issue second gourmet meal flavor issue never bad experience product disappoint
4914,4914,1,0.8477,"snack, love, bar, price, chip, find, buy, try, eat, would",girl seem like food ever show opposition green bean messy apparently tomato base get everywhere usually wipe face gently really clean simply turn skin orange bowl spoon end crazy oily even soak
4915,4915,0,0.8772,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",old daughter eat earth best product love except figure finally conclude smell little like catfood try feed mango chicken flavor different time would eat bite give donate rest food bank hop someone else child would like good experience subscribe save product general broken jar quick delivery great find cheaper whole food even coupon flavor earth best baby food daughter dislike worth suggest skip one try variety pack first
4916,4916,1,0.8022,"snack, love, bar, price, chip, find, buy, try, eat, would",bad open saw get open spot green color know upset buy product
4917,4917,1,0.7191,"snack, love, bar, price, chip, find, buy, try, eat, would",saw earth best jar offer gold box deal remember need offer caveat parent child previously enjoy many earth best flavor general taste quite good february promotional offer amazon order two pack tender beef spinach arrive one pack seem pack contain several broken jar leak smell looked like might mold plastic surround second pack notice ship box hold two pack air fill pad top side box mean pad protect bottom side know whether jar break warehouse delivery either way afraid use unbroken jar seal break small piece break glass inside intact jar durable item still order amazon cancel subscription earth best jar buy jar physical store check first
4918,4918,0,0.7949,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",puppy bag super small bag last day think funny get bag think gift honest
4919,4919,0,0.809,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",big coffee lover worst coffee ever smell wonderful taste horrible would recommend purchase coffee
4920,4920,2,0.5516,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",several seller listing indicate kona blend deliver product package print long time kona coffee drinker content indicative less kona coffee order twice completely disappointed
4921,4921,1,0.8279,"snack, love, bar, price, chip, find, buy, try, eat, would",put lot sugar make taste good coffee kind stinky smell like poopy diaper pee pee poo poo puppy cup next time raspberry flavor coffee cause chocolate like poop yuck
4922,4922,1,0.849,"snack, love, bar, price, chip, find, buy, try, eat, would",buy bag find cheaper smart final also old white terrible bought put candy canister give worker find old till worker informed embarrass buy candy end trash disappointed
4923,4923,1,0.8829,"snack, love, bar, price, chip, find, buy, try, eat, would",candy obviously old chocolate discolor krackel krispies crispy chocolate right peant butter cup goodbars nasty nut horrible hershey pull candy shelf store get old seller must buy sell last year year least year old buy chocolate zany value good sure candy fresh would fine order different vendor let know fresh
4924,4924,0,0.8766,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",know positive reviewer rave tried ghiraradelli premium cocoa mix find much sweet almost unpalatable chocolatey taste either direction give one serve tbsp powder milk mean tsp use direction would yield total cup hot cocoa economical product much sugar high hope product disappoint
4925,4925,0,0.8742,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",bitter taste coffee basically taste like bake cocoa sweetness richness coffee buy pack though begin mix half half swiss miss sprinkle instant coffee make cup even make whole milk make yummy like rich chocolate taste bit coffee shop elsewhere
4926,4926,0,0.5481,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",love hot cocoa hot chocolate try many different brand ghiradelli far worst ever taste honestly idea ever become famous hot cocoa cocoa awful stale taste tell make cheap ingredient even taste worse much lower cost brand like swiss miss nestle want real hot chocolate look marie belle thick rich weirdly processed garbage like ghiradelli
4927,4927,0,0.7831,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",really sure expect since like ghirardelli chocolate like hot chocolate hot mochas coffee shop think like product unfortunately despite follow direction make milk rich satifying hop hate say think swiss miss mixed instant coffee taste better unfortunate four pack cannister half way first one
4928,4928,0,0.8797,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",use baker sugar bake need fast lot bake look amazon see could purchase case ease cost saving grocery store one carton cost less get three would cost less amazon plus shipping total product yep almost time expensive purchase local grocery store love amazon really shock see price definite thanks know better purchase item
4929,4929,0,0.8913,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",soft use sugar bake one layer firm pound cake like layer cake intend decoration wilton butter cake recipe pretty hardy cake stand change temperature etc still turn well already bake several layer regular granulate sugar ran decide use baking sugar forewarn sugar make cake far tender layer literally fell apart come pan well cool pan liberally cover cake release even mix batter reason stick stainless bowl impossible scrape entirely sure good meringue would never attempt use cake even cooky would never get pan
4930,4930,2,0.5092,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",seed fresh shell hard seed jumbo size taste good powering amount salt ruin experience ranch flavor would much tastier salt use lessen without overwhelm amount salt david might use bit flavor actually pay way often find item salty border ridiculous imo wholeheartedly endorse jumbo size seed much enjoyable puny regular size sunflower seed david buying another brand sunflower seed future hop amount salt david update finish little case david buffalo ranch flavor seed buy case jumbo brand ranch flavor sunflower seed compare back back jumbo brand far less salty flavorful compare david interest find jumbo brand eat awhile right seem bit flavored still preferable david overuse salt
4931,4931,0,0.8207,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",product good value amount get however way salty product dry firm think would good cut salt content half
4932,4932,1,0.8322,"snack, love, bar, price, chip, find, buy, try, eat, would",really disappointed change quality even product use love couple year ago product consistently fantastic taste quality meat freshness hit miss recently miss
4933,4933,0,0.8725,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",read review think like salt think saltiness exterior jerky little salt taste outside jerky saltiness come every chew strip size chopstick thin pencil ounce way expensive little beef flavor fair probably cover salt taste similar chop form cheap jerky convenience mart swear never buy much salty amount salt make tongue numb want good jerky keep look jack link smokehouse beef jerky strip wood smoke count jar
4934,4934,2,0.8162,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",jack link jerky strip verrrryyyy skinny inch wide count one strip know would order beef jerky strip tasty totally worth money
4935,4935,0,0.8092,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",salty enough say order wood smoke count jar remember price one jar two
4936,4936,0,0.8557,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",like almost everything jerky toughness chewiness salty nibble may enjoy eat also good health eat something salty run many salty beef jerky patch recently review wood smoked flavor contain amount salt per serve salty everything either fatty sweet salty try get addict
4937,4937,2,0.7913,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",buy jerky time always willing try something new even make home agree review call salt stick way salty taste also jerky eater year eat like toughness chewiness jerk tube get nearly chewable bit hard jerky time jeez louise literally like chew leather many strip would yield super power bite
4938,4938,0,0.7894,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",good name good value texture size jerky fine prepare salt ruin
4939,4939,0,0.8586,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",wow hickory smoke jerkey stick incredibly salty could even eat half stick different people try problem terrible taste like dump salt mouth avoid cost
4940,4940,2,0.8385,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",first time order jerky amazon highly recommend everyone buy harder rock buy seller amazon much better experation date another year even bite chew horrible think worst jerky ive ever buy
4941,4941,0,0.8803,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",eat beef jerky want buy christmas gift read review amazon com decide jack link would best purchase come nicely package liquid packaging lot turn package upside movement liquid obvious pay return soupy beef jerky buy different type three day since original review amazon accept return food item kindly replace beef jerky replacement also liquid fat liquid describe time ask refund
4942,4942,2,0.8121,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",buy jack link pepper jerky every month try first time see waste money tough even kid wouldnt eat taste anything like pepper jerky stick stick moist much grizzle
4943,4943,0,0.6737,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",worst jerky ever taste edible actually give dog spit kid buy product unless bar owner want customer guzzle beer put salty fire create eat small bite crap deserve refund buy dog food excuse forget even dog eat
4944,4944,1,0.8501,"snack, love, bar, price, chip, find, buy, try, eat, would",realize decide purchase boxed find stale hard previously purchase local store package plastic soft fresh sorry could give better review
4945,4945,2,0.8061,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",cat yet like one little interesting think smell nasty think taste really get current cat touch might eat couple bite really hungry always wind throw one ground cat like piece try one
4946,4946,0,0.8346,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",say pack assume like purchase make box pack big mistake get four little pouch would pay little squirt applesauce make mistake buy elsewhere
4947,4947,1,0.8212,"snack, love, bar, price, chip, find, buy, try, eat, would",honestly say buy variety look bad smell bad sure taste bad cat touch way even look cat way one look like huge ground mess leftover fish market sure cat must like still make thing much much better one
4948,4948,0,0.8619,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",instead black graduation cap top hat send instead great graduation gift also think buyer aware godiva pack mean piece candy confuse description especially consider picture show least piece candy definitely worth price
4949,4949,2,0.8996,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",many people buy food believing safer make new zealand make performance pet product feed food cat since recall horror prior change excellent food thrill since ziwipeak switch can nightmare several time last year open food find green blue colour return can make cat vomit loose stool also recently find large sharp bone piece present large strange chunk greyish pink material look like connective tissue contact distributor twice never reply batch get month expiry date cause severe vomit shed cat previously healthy
4950,4950,1,0.7784,"snack, love, bar, price, chip, find, buy, try, eat, would",cat absolutely would eat food waste money sit cabinet donate shelter
4951,4951,0,0.8324,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",christmas first order clayton fruit cake great nice big cherry fruit nut overload good stuff make fruit cake really great ordered christmas disappointment order one pound cake order arrive excited yes like fruit cake disappointed cake void much fruit unless want count raisons fruit order clayton fruit cake next year get result hostess fruit cake spend instead close dollar clayton cake
4952,4952,1,0.9041,"snack, love, bar, price, chip, find, buy, try, eat, would",claxton dark fruitcake holiday tradition family since mid order directly company year serve thanksgiving guest think must fool counterfeit website claim sell claxton fruitcake best fruit nuts consist gummy light color cake email company express disappointment several email back forth today talk one owner assure original dark recipe read ingredient notice corn syrup sugar high fructose corn syrup list flour ingredient end list molasses spice artificial food dye high fructose corn syrup widely available mid mid sure one original ingredient people talk seemed attitude stupid possibly observe correctly although offer send replacement return expense told would receive would identical one owner inform receive zero complaint year grieving loss almost year tradition cake trash
4953,4953,1,0.8512,"snack, love, bar, price, chip, find, buy, try, eat, would",aweful arrive immediately still hard cement bag suppose sealable zipper seal maybe large amount something believe stale terrible candy inside
4954,4954,0,0.8103,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",get type sugar way order ship insane sugar fine price shipping worth
4955,4955,2,0.7419,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",bought thing recommendation pet store rep dog hardly touch stuff look ingredient one first thing corn grain know cause allergy dog matter fact corn might allergy prone food amongst dog mention thanks friends monsanto almost always genetically modify gmo franken food unless organic real premium dog food brag corn right top list ingredient chicken product another among real premium dog food mean waste usually throw chicken since real meat cheap dog food put food simply cheap real meat little notice bha artificial preservative real premium dog food short biljac joke basically insanely overprice alpo organic ingredient whatsoever shortcuts filler chemistry cheapest dog food market use fool old fashion appeal company year business nothing modern chemistry bag folksy appeal make cheap lousy ingredient call stuff premium dog food would like call kia mercedes nearly price overprice alpo one could buy organic dog food free preservative corn cheap product
